Legal entity,Project ID,Activity number,Activity name,Project date,Resource.Resource ID,Resource.Resource name,Description,Role ID,Hours,Line property,Cost price,Total cost amount,Sales currency,Sales price,Total sales amount,Description2,Invoice status,Transaction ID
301,30100106,301000008828,"Governance, Meetings (PM)",2025-01-31 00:00:00,245082,Kendall Davies,,2022,1,H,95,95,EUR,0,0,,Nonchargeable,TR517729190564
301,30100400,301000006656,Development,2025-01-31 00:00:00,205695,Jamie Reed,,2072,6.5,H,73,474.5,EUR,0,0,"Fixes debrix phase, change UI edit control recipe",Nonchargeable,TR333334202984
301,30100558,301000010166,Functional & technical analysis,2025-01-31 00:00:00,238427,Finley Jensen,,2075,4.5,H,91,409.5,EUR,0,0,setup DevOps,Nonchargeable,TR458435204313
301,30100420,301000007431,Project management,2025-01-31 00:00:00,282397,Jordan Palmer,,2023,2,H,94,188,EUR,0,0,,Nonchargeable,TR934673209247
301,30100558,301000010166,Functional & technical analysis,2025-02-03 00:00:00,247052,Taylor Irving,,2040,6,H,89,534,EUR,0,0,,Nonchargeable,TR520389852695
301,30100558,301000010164,Project management,2025-02-03 00:00:00,234671,Drew Knight,,2022,1,H,93.81,93.81,EUR,0,0,Status meeting,Nonchargeable,TR925828823896
301,30100558,301000010166,Functional & technical analysis,2025-02-03 00:00:00,238427,Finley Jensen,,2075,3,H,91,273,EUR,0,0,overdracht naar Jef; status,Nonchargeable,TR376688514097
301,30100151,301000003472,Development-Configuration-UnitTesting,2025-02-03 00:00:00,205695,Jamie Reed,,2072,6.25,H,73,456.25,EUR,0,0,"Check printers
Change container reservation mandatory
Check errors on production server + fixes
Change production order creation skip logic.",Nonchargeable,TR189485261008
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-03 00:00:00,295647,Logan Bennett,,2071,3,H,85,255,EUR,0,0,Go-no go meeting IM + meeting met IT Servers en clients updaten + meeting team taken,Nonchargeable,TR119199821669
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-03 00:00:00,205695,Jamie Reed,,2072,1,H,73,73,EUR,0,0,,Nonchargeable,TR695922521544
301,30100106,301000008835,Support (Internal),2025-02-03 00:00:00,205695,Jamie Reed,,2072,0.75,H,73,54.75,EUR,0,0,SQL problems test lommel,Nonchargeable,TR486340553307
301,30100106,301000008830,Development (Bug),2025-02-03 00:00:00,295647,Logan Bennett,,2071,2,H,85,170,EUR,0,0,10970 fixes for OPU4,Nonchargeable,TR813927597991
301,30100106,301000008832,Deployment,2025-02-03 00:00:00,270284,Quinn Fisher,,2073,4.5,H,53,238.5,EUR,0,0,"TASK 11926 afgerond. Laatste servers geonctroleerd en goed geconfigureerd. Task12093. Ongebruikt OPC tags verwijderd. Deployment fix voor Lommel DEV pipeline en omgeving, Volledig opgezet en gecontroleerd.",Nonchargeable,TR954993205560
301,30100106,301000008830,Development (Bug),2025-02-03 00:00:00,270284,Quinn Fisher,,2073,3,H,53,159,EUR,0,0,BUG 12106 - Performance proberen te verbeteren van Scheduler View grid.,Nonchargeable,TR817076081491
301,30100106,301000008835,Support (Internal),2025-02-03 00:00:00,249615,Reese Clarke,,2073,1,H,90,90,EUR,0,0,Ronny Vermeiren helpen met bekijken close order correcties met Close Order datum.,Nonchargeable,TR929101595504
301,30100106,301000008834,Documentation,2025-02-03 00:00:00,249615,Reese Clarke,,2073,3,H,90,270,EUR,0,0,"Potato documentation, Process Flow.",Nonchargeable,TR320105405793
301,30100106,301000008828,"Governance, Meetings (PM)",2025-02-03 00:00:00,245082,Kendall Davies,,2022,7,H,95,665,EUR,0,0,,Nonchargeable,TR125079296952
301,30100106,301000008836,Analysis,2025-02-03 00:00:00,216361,Harper Turner,,2075,1.5,H,91,136.5,EUR,0,0,,Nonchargeable,TR270172340877
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-03 00:00:00,216361,Harper Turner,,2075,2.5,H,91,227.5,EUR,0,0,"Server & clients : update meeting
Meeting Mariella overlopen tickets om te testen",Nonchargeable,TR238463496194
301,30100106,301000008833,Testing,2025-02-03 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"testen tickets
Test meeting met Mariella",Nonchargeable,TR836473336882
301,30100106,301000008834,Documentation,2025-02-03 00:00:00,212676,Skyler Owen,,2073,4,H,88,352,EUR,0,0,WIKI aanvullen,Nonchargeable,TR718966589553
301,30100106,301000008830,Development (Bug),2025-02-03 00:00:00,212676,Skyler Owen,,2073,4,H,88,352,EUR,0,0,11957 Timeout error webportal productie Lommel,Nonchargeable,TR340293786713
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-04 00:00:00,295647,Logan Bennett,,2071,3,H,85,255,EUR,0,0,Release 3.13.0 to test servers + update items,Nonchargeable,TR870796451736
301,30100106,301000008839,Support (External),2025-02-04 00:00:00,295647,Logan Bennett,,2071,4.5,H,85,382.5,EUR,0,0,Update production Sint-Truiden + Lommel issue Citect + mail Jochem Label issue 410.001 FFL,Nonchargeable,TR942914148319
301,30100106,301000008830,Development (Bug),2025-02-04 00:00:00,270284,Quinn Fisher,,2073,6,H,53,318,EUR,0,0,BUG 12106 - Elk kolom onderzoeken waarom het zo traag is en proberen oplossing te vinden.,Nonchargeable,TR281973019143
301,30100106,301000008835,Support (Internal),2025-02-04 00:00:00,270284,Quinn Fisher,,2073,2,H,53,106,EUR,0,0,Hulp van Jan van Doorslaer over Row en Column generators i.v.m. performantie verbeteren scheduler view grid.,Nonchargeable,TR768322220181
301,30100106,301000008830,Development (Bug),2025-02-04 00:00:00,249615,Reese Clarke,,2073,6,H,90,540,EUR,0,0,"12111 Day report - stack overflow exception, investigated and fixed bug.",Nonchargeable,TR924477962743
301,30100106,301000008834,Documentation,2025-02-04 00:00:00,249615,Reese Clarke,,2073,2,H,90,180,EUR,0,0,"Potato documentation, Process Flow.",Nonchargeable,TR227639372412
301,30100106,301000008828,"Governance, Meetings (PM)",2025-02-04 00:00:00,245082,Kendall Davies,,2022,6,H,95,570,EUR,0,0,,Nonchargeable,TR217300018982
301,30100106,301000008836,Analysis,2025-02-04 00:00:00,216361,Harper Turner,,2075,3.5,H,91,318.5,EUR,0,0,"Opvolgens tickets
12106 - traagheid planner bekijken met Douwe",Nonchargeable,TR128255235797
301,30100106,301000008833,Testing,2025-02-04 00:00:00,216361,Harper Turner,,2075,3.5,H,91,318.5,EUR,0,0,"testen tickets
10834 - DMS dagrapport problemen",Nonchargeable,TR443291956406
301,30100106,301000008834,Documentation,2025-02-04 00:00:00,212676,Skyler Owen,,2073,8,H,88,704,EUR,0,0,WIKI aanvullen,Nonchargeable,TR845502370306
301,30100400,301000006673,Development-Configuration-UnitTesting,2025-02-04 00:00:00,205695,Jamie Reed,,2072,8,H,73,584,EUR,0,0,,Nonchargeable,TR535403628009
301,30100558,301000010166,Functional & technical analysis,2025-02-04 00:00:00,247052,Taylor Irving,,2040,4,H,89,356,EUR,0,0,,Nonchargeable,TR890022600581
301,30100558,301000010164,Project management,2025-02-04 00:00:00,234671,Drew Knight,,2022,2.5,H,93.81,234.53,EUR,0,0,Bespreken aanpak met Jef + prepare internal kick-off + feedback Jos/Peter,Nonchargeable,TR182456198537
301,30100558,301000010166,Functional & technical analysis,2025-02-05 00:00:00,247052,Taylor Irving,,2040,5,H,89,445,EUR,0,0,,Nonchargeable,TR858457285044
301,30100558,301000010165,Status meetings,2025-02-05 00:00:00,260217,Sage Mitchell,,2072,1,H,73,73,EUR,0,0,Meeting connectie BC/Momentum,Nonchargeable,TR790762045351
301,30100400,301000006673,Development-Configuration-UnitTesting,2025-02-05 00:00:00,205695,Jamie Reed,,2072,8,H,73,584,EUR,0,0,,Nonchargeable,TR212712179857
301,30100106,301000008839,Support (External),2025-02-05 00:00:00,295647,Logan Bennett,,2071,3,H,85,255,EUR,0,0,Update production Oudenhoorn + meeting issue Citect Lommel,Nonchargeable,TR949102978448
301,30100106,301000008830,Development (Bug),2025-02-05 00:00:00,270284,Quinn Fisher,,2073,4,H,53,212,EUR,0,0,BUG 12106 - Verder performantie onderzoeken van scheduler view en genoteerd welke traag zijn. Hiervoor mail gestuurd naar Ronny om te vragen welke kolommen FF wil gebruiken.,Nonchargeable,TR760068866484
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-05 00:00:00,270284,Quinn Fisher,,2073,1,H,53,53,EUR,0,0,FF Status Meeting,Nonchargeable,TR232308735151
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-05 00:00:00,249615,Reese Clarke,,2073,1,H,90,90,EUR,0,0,[FF] Project Status Meeting.,Nonchargeable,TR961424120992
301,30100106,301000008836,Analysis,2025-02-05 00:00:00,249615,Reese Clarke,,2073,1,H,90,90,EUR,0,0,"10966 Estimate Change Request Uitbreiden Sample Results Confirm XML, nieuwe info FF (task 10922).",Nonchargeable,TR478133512638
301,30100106,301000008834,Documentation,2025-02-05 00:00:00,249615,Reese Clarke,,2073,2,H,90,180,EUR,0,0,"Potato documentation, Process Flow.",Nonchargeable,TR570439558680
301,30100106,301000008831,Development (Feature),2025-02-05 00:00:00,249615,Reese Clarke,,2073,4,H,90,360,EUR,0,0,"11399 Ontvangen naar Terrain voor PR onmogelijk maken, started implementing feature.",Nonchargeable,TR506568138339
301,30100106,301000008828,"Governance, Meetings (PM)",2025-02-05 00:00:00,245082,Kendall Davies,,2022,6,H,95,570,EUR,0,0,,Nonchargeable,TR654346948105
301,30100106,301000008836,Analysis,2025-02-05 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"Opvolgens tickets
12106 - traagheid planner bekijken met Douwe",Nonchargeable,TR476443331852
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-05 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,status meeting,Nonchargeable,TR218069517293
301,30100106,301000008833,Testing,2025-02-05 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"testen tickets
9790",Nonchargeable,TR797340287725
301,30100106,301000008834,Documentation,2025-02-05 00:00:00,212676,Skyler Owen,,2073,8,H,88,704,EUR,0,0,WIKI aanvullen,Nonchargeable,TR879363646037
301,30100106,301000008839,Support (External),2025-02-06 00:00:00,295647,Logan Bennett,,2071,1.5,H,85,127.5,EUR,0,0,Meeting + failover test for Lommel,Nonchargeable,TR577398461838
301,30100106,301000008831,Development (Feature),2025-02-06 00:00:00,270284,Quinn Fisher,,2073,4,H,53,212,EUR,0,0,FEATURE 11271 - Teruggekomen van test vanwege bug in downtime reasons. Ook fout met importeren van downtime reasons. Deze bug opgelost en ook breadcrumbs navigation toegevoegd aan de UI om geselecteerde items te tonen.,Nonchargeable,TR903915386825
301,30100106,301000008831,Development (Feature),2025-02-06 00:00:00,249615,Reese Clarke,,2073,4,H,90,360,EUR,0,0,"11399 Ontvangen naar Terrain voor PR onmogelijk maken, finished implementing feature.",Nonchargeable,TR399146436761
301,30100106,301000008831,Development (Feature),2025-02-06 00:00:00,249615,Reese Clarke,,2073,4,H,90,360,EUR,0,0,"11057 Partial Sorting, started implementing feature.",Nonchargeable,TR987408586371
301,30100106,301000008828,"Governance, Meetings (PM)",2025-02-06 00:00:00,245082,Kendall Davies,,2022,2,H,95,190,EUR,0,0,,Nonchargeable,TR692360247318
301,30100106,301000008836,Analysis,2025-02-06 00:00:00,216361,Harper Turner,,2075,2.5,H,91,227.5,EUR,0,0,Opvolgens tickets,Nonchargeable,TR631608037091
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-06 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,11372 bespreken met Jesse,Nonchargeable,TR578737987515
301,30100106,301000008833,Testing,2025-02-06 00:00:00,216361,Harper Turner,,2075,4,H,91,364,EUR,0,0,"testen tickets
binnenhalen databases
Test ondersteuning Mariella mbt stilstand verklaringen en importeren configuratie.",Nonchargeable,TR906705387446
301,30100106,301000008831,Development (Feature),2025-02-06 00:00:00,212676,Skyler Owen,,2073,1,H,88,88,EUR,0,0,Manuele push meeting Ronny,Nonchargeable,TR394602435240
301,30100106,301000008834,Documentation,2025-02-06 00:00:00,212676,Skyler Owen,,2073,4,H,88,352,EUR,0,0,WIKI aanvullen,Nonchargeable,TR198503450940
301,30100106,301000008830,Development (Bug),2025-02-06 00:00:00,212676,Skyler Owen,,2073,3,H,88,264,EUR,0,0,12114 consumptie locatie,Nonchargeable,TR368224152205
301,30100400,301000006673,Development-Configuration-UnitTesting,2025-02-06 00:00:00,205695,Jamie Reed,,2072,5,H,73,365,EUR,0,0,,Nonchargeable,TR610029412031
301,30100558,301000010166,Functional & technical analysis,2025-02-06 00:00:00,247052,Taylor Irving,,2040,4.5,H,89,400.5,EUR,0,0,,Nonchargeable,TR772462383766
301,30100558,301000010164,Project management,2025-02-06 00:00:00,234671,Drew Knight,,2022,1.5,H,93.81,140.72,EUR,0,0,Interne kick-off + voorbereiden OneNote + feedback Jos,Nonchargeable,TR519481675342
301,30100558,301000010166,Functional & technical analysis,2025-02-06 00:00:00,238427,Finley Jensen,,2075,1,H,91,91,EUR,0,0,interne kick-off,Nonchargeable,TR131509583569
301,30100558,301000010165,Status meetings,2025-02-06 00:00:00,260217,Sage Mitchell,,2072,1,H,73,73,EUR,0,0,Internal Kickoff meeting,Nonchargeable,TR298964420838
301,30100558,301000010166,Functional & technical analysis,2025-02-06 00:00:00,260217,Sage Mitchell,,2072,2,H,73,146,EUR,0,0,Vragen Jef over huidige functionaliteit,Nonchargeable,TR334022245021
301,30100558,301000010166,Functional & technical analysis,2025-02-07 00:00:00,205695,Jamie Reed,,2072,3,H,73,219,EUR,0,0,meeting + check data tracking,Nonchargeable,TR977697289990
301,30100558,301000010166,Functional & technical analysis,2025-02-07 00:00:00,247052,Taylor Irving,,2040,8,H,89,712,EUR,0,0,,Nonchargeable,TR474771769915
301,30100558,301000010165,Status meetings,2025-02-07 00:00:00,260217,Sage Mitchell,,2072,1,H,73,73,EUR,0,0,Meeting database triggers CVconnect database,Nonchargeable,TR871359612234
301,30100408,301000006833,Project management,2025-02-07 00:00:00,281070,Parker Harrison,,2080,3,H,65,195,EUR,0,0,,Nonchargeable,TR404427742989
301,30100400,301000006673,Development-Configuration-UnitTesting,2025-02-07 00:00:00,205695,Jamie Reed,,2072,5,H,73,365,EUR,0,0,,Nonchargeable,TR110977038883
301,30100400,301000006656,Development,2025-02-07 00:00:00,270284,Quinn Fisher,,2073,4,H,53,212,EUR,0,0,USER STORY 12058 - Rafti uitleg van Jan van Doorslaer en begin gemaakt met maken van generieke knop met icoon en text in WPF,Nonchargeable,TR191014894322
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-07 00:00:00,295647,Logan Bennett,,2071,2,H,85,170,EUR,0,0,Backlog meeting + Devops items bijwerken,Nonchargeable,TR891310598800
301,30100106,301000008839,Support (External),2025-02-07 00:00:00,295647,Logan Bennett,,2071,1,H,85,85,EUR,0,0,Issue Oudenhoorn caused by wrong planning,Nonchargeable,TR638616507491
301,30100106,301000008831,Development (Feature),2025-02-07 00:00:00,270284,Quinn Fisher,,2073,2,H,53,106,EUR,0,0,FEATURE 11271 - UI verder uitwerken en verbeteringen toegepast na testen van deze aanpassing. Ook PR gemaakt.,Nonchargeable,TR935608119076
301,30100106,301000008833,Testing,2025-02-07 00:00:00,270284,Quinn Fisher,,2073,2,H,53,106,EUR,0,0,FEATURE 11271 - Testen van downtime reasons error en de UI aanpassing.,Nonchargeable,TR856946427529
301,30100106,301000008835,Support (Internal),2025-02-07 00:00:00,249615,Reese Clarke,,2073,1.5,H,90,135,EUR,0,0,"Investigated problem in mail: Fout FFO PRD Oudenhoorn. Geen hoeveelheden beschikbaar om te consumeren voor product 'CAR Bravi FR10 5x2,5kg 384x256x250-b-A (70519105)' op locatie 'Inpak - Karton - Lijn 5 - VERBRUIK'.",Nonchargeable,TR810714408170
301,30100106,301000008831,Development (Feature),2025-02-07 00:00:00,249615,Reese Clarke,,2073,6.5,H,90,585,EUR,0,0,"11057 Partial Sorting, continued implementing feature.",Nonchargeable,TR639928251843
301,30100106,301000008828,"Governance, Meetings (PM)",2025-02-07 00:00:00,245082,Kendall Davies,,2022,2,H,95,190,EUR,0,0,,Nonchargeable,TR969508288813
301,30100106,301000008836,Analysis,2025-02-07 00:00:00,216361,Harper Turner,,2075,3,H,91,273,EUR,0,0,"-Halffabrikaat: missen van dozen teller onderzoeken.
- problemen met order OH onderzoeken (Jochem/Tom)",Nonchargeable,TR198858307061
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-07 00:00:00,216361,Harper Turner,,2075,2.5,H,91,227.5,EUR,0,0,"Meeting AGD 11372 met Joost
Backlog review meeting",Nonchargeable,TR341781900773
301,30100106,301000008833,Testing,2025-02-07 00:00:00,216361,Harper Turner,,2075,2.5,H,91,227.5,EUR,0,0,testen tickets,Nonchargeable,TR861946100998
301,30100106,301000008831,Development (Feature),2025-02-07 00:00:00,212676,Skyler Owen,,2073,7,H,88,616,EUR,0,0,11372 manuele push aanpassingen + meeting,Nonchargeable,TR436052436803
301,30100106,301000008830,Development (Bug),2025-02-07 00:00:00,212676,Skyler Owen,,2073,1,H,88,88,EUR,0,0,Issue OH scan,Nonchargeable,TR738506846386
301,30100106,301000008835,Support (Internal),2025-02-07 00:00:00,249615,Reese Clarke,,2073,-1.5,H,90,-135,EUR,0,0,"Tegenboeking op: Investigated problem in mail: Fout FFO PRD Oudenhoorn. Geen hoeveelheden beschikbaar om te consumeren voor product 'CAR Bravi FR10 5x2,5kg 384x256x250-b-A (70519105)' op locatie 'Inpak - Karton - Lijn 5 - VERBRUIK'.",Nonchargeable,TR621275973591
301,A301_000252_054,,,2025-02-07 00:00:00,249615,Reese Clarke,,2073,1.5,H,90,135,EUR,0,0,,Nonchargeable,TR682197733190
301,30100106,301000008836,Analysis,2025-02-10 00:00:00,216361,Harper Turner,,2075,1.5,H,91,136.5,EUR,0,0,,Nonchargeable,TR565332894722
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-10 00:00:00,216361,Harper Turner,,2075,2.5,H,91,227.5,EUR,0,0,"Server & clients : update meeting
Meeting Mariella overlopen tickets om te testen
",Nonchargeable,TR920324285791
301,30100106,301000008833,Testing,2025-02-10 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"testen tickets
Test meeting met Mariella
",Nonchargeable,TR463141153357
301,30100106,301000008839,Support (External),2025-02-10 00:00:00,295647,Logan Bennett,,2071,0.5,H,85,42.5,EUR,0,0,Meeting Peter Daas FFL: heel kort overleg over Nieuwe_Pallet & Nieuw_Pallet,Nonchargeable,TR870310160681
301,30100106,301000008831,Development (Feature),2025-02-10 00:00:00,212676,Skyler Owen,,2073,8,H,88,704,EUR,0,0,11372 manuele push aanpassingen,Nonchargeable,TR398301564502
301,30100106,301000008831,Development (Feature),2025-02-10 00:00:00,249615,Reese Clarke,,2073,8,H,90,720,EUR,0,0,"11057 Partial Sorting, continued implementing feature.",Nonchargeable,TR376194842663
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-10 00:00:00,295647,Logan Bennett,,2071,3,H,85,255,EUR,0,0,Bijwerken DevOps + releases naar Test,Nonchargeable,TR229839172235
301,30100106,301000008830,Development (Bug),2025-02-10 00:00:00,295647,Logan Bennett,,2071,4,H,85,340,EUR,0,0,Fixes issue release (technical issues),Nonchargeable,TR313551290143
301,30100106,301000008836,Analysis,2025-02-10 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,,Nonchargeable,TR230204286982
301,30100106,301000008833,Testing,2025-02-10 00:00:00,216361,Harper Turner,,2075,6,H,91,546,EUR,0,0,"11271
11372
en andere open tickets",Nonchargeable,TR691601169418
301,30100106,301000008836,Analysis,2025-02-10 00:00:00,216361,Harper Turner,,2075,-1.5,H,91,-136.5,EUR,0,0,,Nonchargeable,TR941602610731
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-10 00:00:00,216361,Harper Turner,,2075,-2.5,H,91,-227.5,EUR,0,0,,Nonchargeable,TR304827692808
301,30100106,301000008833,Testing,2025-02-10 00:00:00,216361,Harper Turner,,2075,-2,H,91,-182,EUR,0,0,,Nonchargeable,TR337045863496
301,30100106,301000008828,"Governance, Meetings (PM)",2025-02-10 00:00:00,245082,Kendall Davies,,2022,4,H,95,380,EUR,0,0,,Nonchargeable,TR631453260232
301,30100400,301000006656,Development,2025-02-10 00:00:00,270284,Quinn Fisher,,2073,7.5,H,53,397.5,EUR,0,0,USER STORY 12058 - Een herbruikbare generieke button met icoon en text proberen te ontwikkelen in WPF,Nonchargeable,TR895756506622
301,30100400,301000006673,Development-Configuration-UnitTesting,2025-02-10 00:00:00,205695,Jamie Reed,,2072,6,H,73,438,EUR,0,0,Migrate control recipes,Nonchargeable,TR678790685708
301,30100151,301000003467,Project management,2025-02-10 00:00:00,234671,Drew Knight,,2022,2,H,93.81,187.62,EUR,0,0,Closing verslag; licentie Garvens; deploy; cr's,Nonchargeable,TR411800842026
301,30100151,301000003472,Development-Configuration-UnitTesting,2025-02-10 00:00:00,205695,Jamie Reed,,2072,1.5,H,73,109.5,EUR,0,0,Check mesware license server and config + add documentation,Nonchargeable,TR211585443515
301,30100558,301000010166,Functional & technical analysis,2025-02-10 00:00:00,238427,Finley Jensen,,2075,1,H,91,91,EUR,0,0,status,Nonchargeable,TR314029509095
301,30100558,301000010166,Functional & technical analysis,2025-02-10 00:00:00,247052,Taylor Irving,,2040,1,H,89,89,EUR,0,0,Test Server Celavita + status meeting,Nonchargeable,TR350380472038
301,30100558,301000010166,Functional & technical analysis,2025-02-10 00:00:00,247052,Taylor Irving,,2040,6,H,89,534,EUR,0,0,,Nonchargeable,TR294823500706
301,30100558,301000010164,Project management,2025-02-10 00:00:00,234671,Drew Knight,,2022,6,H,93.81,562.86,EUR,0,0,Kickoff verslag; status meeting; PM opvolging,Nonchargeable,TR114183131325
301,30100558,301000010166,Functional & technical analysis,2025-02-11 00:00:00,238427,Finley Jensen,,2075,0.5,H,91,45.5,EUR,0,0,check offerte,Nonchargeable,TR687156468494
301,30100558,301000010166,Functional & technical analysis,2025-02-11 00:00:00,247052,Taylor Irving,,2040,2.5,H,89,222.5,EUR,0,0,,Nonchargeable,TR401191380396
301,30100558,301000010164,Project management,2025-02-11 00:00:00,234671,Drew Knight,,2022,1,H,93.81,93.81,EUR,0,0,Bespreking Peter/Jos + status Jef,Nonchargeable,TR705824576198
301,30100400,301000006673,Development-Configuration-UnitTesting,2025-02-11 00:00:00,205695,Jamie Reed,,2072,8,H,73,584,EUR,0,0,,Nonchargeable,TR865758896013
301,30100106,301000008836,Analysis,2025-02-11 00:00:00,216361,Harper Turner,,2075,3.5,H,91,318.5,EUR,0,0,"Opvolgens tickets
12106 - traagheid planner bekijken met Douwe",Nonchargeable,TR241493787493
301,30100106,301000008833,Testing,2025-02-11 00:00:00,216361,Harper Turner,,2075,3.5,H,91,318.5,EUR,0,0,"testen tickets
10834 - DMS dagrapport problemen",Nonchargeable,TR640104129762
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-11 00:00:00,270284,Quinn Fisher,,2073,2.5,H,53,132.5,EUR,0,0,Demo / uitleg Jesse Talboom over Inbound en Outbound bij Farm Frites,Nonchargeable,TR727117904706
301,30100106,301000008831,Development (Feature),2025-02-11 00:00:00,270284,Quinn Fisher,,2073,5.5,H,53,291.5,EUR,0,0,FEATURE 11798 - Logica geschreven om gelinkte productie operatie op te halen met bijbehorende artikelnummer bij gestarte operatie. Ook UI toegevoegd hiervoor en exceptions toegevoegd.,Nonchargeable,TR616617303633
301,30100106,301000008837,Other,2025-02-11 00:00:00,247052,Taylor Irving,,2040,1.5,H,89,133.5,EUR,210.25,315.38,TopDesk,Nonchargeable,TR583092399018
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-11 00:00:00,247052,Taylor Irving,,2040,1,H,89,89,EUR,210.25,210.25,APS,Nonchargeable,TR303326783773
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-11 00:00:00,247052,Taylor Irving,,2040,1.5,H,89,133.5,EUR,210.25,315.38,"Knowledge transfer
",Nonchargeable,TR159981355675
301,30100106,301000008839,Support (External),2025-02-11 00:00:00,295647,Logan Bennett,,2071,0.5,H,85,42.5,EUR,0,0,Meeting ticket 12245,Nonchargeable,TR627687082060
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-11 00:00:00,212676,Skyler Owen,,2073,4,H,88,352,EUR,0,0,Knowledge Session - Jesse T - I2O/Logistiek/Website,Nonchargeable,TR538367312099
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-11 00:00:00,249615,Reese Clarke,,2073,3,H,90,270,EUR,0,0,[FF] Knowledge Session - Jesse T - I2O/Logistiek/Website.,Nonchargeable,TR179421446737
301,30100106,301000008831,Development (Feature),2025-02-11 00:00:00,249615,Reese Clarke,,2073,5,H,90,450,EUR,0,0,"11057 Partial Sorting, continued implementing feature.",Nonchargeable,TR793968021638
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-11 00:00:00,295647,Logan Bennett,,2071,3,H,85,255,EUR,0,0,Knowledge Session - Jesse T - I2O/Logistiek/Website,Nonchargeable,TR158782859546
301,30100106,301000008830,Development (Bug),2025-02-11 00:00:00,295647,Logan Bennett,,2071,4.5,H,85,382.5,EUR,0,0,Checken/analyse 12133 ByProduct interface issues + checken issues 12245 opc tags,Nonchargeable,TR263860419795
301,30100106,301000008836,Analysis,2025-02-11 00:00:00,216361,Harper Turner,,2075,1.5,H,91,136.5,EUR,0,0,,Nonchargeable,TR721959119309
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-11 00:00:00,216361,Harper Turner,,2075,3,H,91,273,EUR,0,0,knowledge session I2O,Nonchargeable,TR434788945402
301,30100106,301000008833,Testing,2025-02-11 00:00:00,216361,Harper Turner,,2075,3,H,91,273,EUR,0,0,,Nonchargeable,TR229914990914
301,30100106,301000008836,Analysis,2025-02-11 00:00:00,216361,Harper Turner,,2075,-3.5,H,91,-318.5,EUR,0,0,,Nonchargeable,TR939915528141
301,30100106,301000008833,Testing,2025-02-11 00:00:00,216361,Harper Turner,,2075,-3.5,H,91,-318.5,EUR,0,0,,Nonchargeable,TR767507384687
301,30100106,301000008828,"Governance, Meetings (PM)",2025-02-11 00:00:00,245082,Kendall Davies,,2022,5,H,95,475,EUR,0,0,,Nonchargeable,TR970143739098
301,30100106,301000008836,Analysis,2025-02-12 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"Opvolgens tickets
12106 - traagheid planner bekijken met Douwe",Nonchargeable,TR347469222466
301,30100106,301000008829,"Governance, Meetings (BA)",2025-02-12 00:00:00,216361,Harper Turner,,2075,1,H,91,91,EUR,0,0,status meeting,Nonchargeable,TR674562228753
301,30100106,301000008833,Testing,2025-02-12 00:00:00,216361,Harper Turner,,2075,2,H,91,182,EUR,0,0,"testen tickets
9790",Nonchargeable,TR595554950233
301,30100106,301000008838,"Governance, Meetings (ENG)",2025-02-12 00:00:00,270284,Quinn Fisher,,2073,1,H,53,53,EUR,0,0,FF Status Meeting,Nonchargeable,TR589233301053
301,30100106,301000008831,Development (Feature),2025-02-12 00:00:00,270284,Quinn Fisher,,2073,3,H,53,159,EUR,0,0,FEATURE 11798 - Laatste aanpassingen in logica om alles correct te tonen in UI en user story geschreven.,Nonchargeable,TR436849259207
301,30100106,301000008833,Testing,2025-02-12 00:00:00,270284,Quinn Fisher,,2073,1,H,53,53,EUR,0,0,FEATURE 11798 - Testen van volledige werking van gemaakte feature,Nonchargeable,TR781047077731
